[16-02-23].00:59:38,Cuisine (RX1),24,23.55
[16-02-23].00:59:39,SalonTV (RX2),21,22.01
[16-02-23].00:59:39,Salle a manger (RX3),24,23.37
[16-02-23].00:59:40,Salon (RX4),26,24.32
[16-02-23].00:59:40,Verriere (RX5),28,20.4
[16-02-23].00:59:41,Chambre Dome (RX6),23,23.04
[16-02-23].00:59:41,Chambre Jardin (RX7),22,22.86
[16-02-23].00:59:42,Salle de bain Dome (RX8),24,23.66
[16-02-23].00:59:42,Dressing Dome (RX9),24,23.76
[16-02-23].00:59:43,Salle de douche (RX10),20,18.07
[16-02-23].00:59:43,Couloir Chambre Dome (RX11),23,22.92
[16-02-23].00:59:44,Salon de Lecture (RX12),19,20.61
[16-02-23].00:59:44,Salle de bain Lecture (RX13),24,23.41
[16-02-23].00:59:45,Chambre Samuel (RX14),19,23.05
[16-02-23].00:59:45,Bureau Roia (RX15),22,23.53
[16-02-23].00:59:46,<EOL> (RX0),0,0
[16-02-23].01:59:38,Cuisine (RX1),24,23.46
[16-02-23].01:59:39,SalonTV (RX2),21,22.03
[16-02-23].01:59:39,Salle a manger (RX3),24,23.33
[16-02-23].01:59:40,Salon (RX4),26,24.29
[16-02-23].01:59:40,Verriere (RX5),28,20.32
[16-02-23].01:59:41,Chambre Dome (RX6),24,23
[16-02-23].01:59:41,Chambre Jardin (RX7),22,22.88
[16-02-23].01:59:42,Salle de bain Dome (RX8),24,23.69
[16-02-23].01:59:42,Dressing Dome (RX9),24,23.72
[16-02-23].01:59:43,Salle de douche (RX10),20,18
[16-02-23].01:59:43,Couloir Chambre Dome (RX11),23,22.72
[16-02-23].01:59:44,Salon de Lecture (RX12),19,20.32
[16-02-23].01:59:44,Salle de bain Lecture (RX13),24,23.42
[16-02-23].01:59:45,Chambre Samuel (RX14),19,23.05
[16-02-23].01:59:45,Bureau Roia (RX15),22,23.47
[16-02-23].01:59:46,<EOL> (RX0),0,0
[16-02-23].02:59:38,Cuisine (RX1),24,23.53
